street,suburb,government_area,market,country,country_code,is_location_exact,type,Latitude,Longitude
Hong Kong,Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,True,Point,22.32939,114.16699
Beyoğlu,Karaköy,Beyoglu,Istanbul,Turkey,TR,True,Point,41.02829,28.9734
Barcelona,Sants-Montjuïc,Sants - Badal,Barcelona,Spain,ES,True,Point,41.37547,2.1254
Hong Kong Island,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.28023,114.18681
深圳市,Hong Kong,Yuen Long,Hong Kong,China,CN,True,Point,22.51521,114.0726
Hong Kong,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.29561,114.17367
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,True,Point,41.38043,2.17628
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03692,28.97943
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,True,Point,41.38028,2.1767
Barcelona,Les Corts,la Maternitat i Sant Ramon,Barcelona,Spain,ES,True,Point,41.37846,2.12242
Rozelle,Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,False,Point,-33.87127,151.16873
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.984446544659807,-43.200373532313
Istanbul,Istanbul,Zeytinburnu,Istanbul,Turkey,TR,False,Point,41.00728,28.8965
Barcelona,Ciutat Vella,Sant Pere,Barcelona,Spain,ES,True,Point,41.38806,2.17625
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.145,-8.61342
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.28057,114.18676
Neutral Bay,Neutral Bay,North Sydney,Sydney,Australia,AU,True,Point,-33.83068,151.21983
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03499,28.98009
Barcelona,Ciutat Vella,el Raval,Barcelona,Spain,ES,True,Point,41.38328,2.16545
Kınalıada,Istanbul,Adalar,Istanbul,Turkey,TR,False,Point,40.90622,29.05006
Chifley,Chifley,Randwick,Sydney,Australia,AU,True,Point,-33.97352,151.24015
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,False,Point,41.37435,2.17143
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,False,Point,45.52147,-73.54865
North Parramatta,Sydney,Parramatta,Sydney,Australia,AU,True,Point,-33.7995,151.0048
Hong Kong,Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,True,Point,22.32711,114.16669
Brooklyn,Bushwick,Bushwick,New York,United States,US,True,Point,40.69545,-73.91967
Hong Kong,Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.28548,114.14571
Porto,Porto,Paranhos,Porto,Portugal,PT,True,Point,41.16738,-8.59579
Barcelona,Sant Antoni,Sant Antoni,Barcelona,Spain,ES,True,Point,41.38023,2.15743
Hong Kong,Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.31101,114.17018
Barcelona,Sants-Montjuïc,Hostafrancs,Barcelona,Spain,ES,False,Point,41.37467,2.14567
Rio,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.98191338947123,-43.1998704851129
Montréal,Saint-Laurent,Saint-Laurent,Montreal,Canada,CA,True,Point,45.50871,-73.67188
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.51921,-73.5837
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15003,-8.60257
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14372,-8.61529
Barcelona,Eixample,el Parc i la Llacuna del Poblenou,Barcelona,Spain,ES,True,Point,41.392,2.1867
Barcelona,La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,False,Point,41.37821,2.14932
Ultimo,Ultimo,Sydney,Sydney,Australia,AU,False,Point,-33.87796,151.19765
Leça do Balio,Porto,Custóias,Porto,Portugal,PT,False,Point,41.2001,-8.63133
Rio,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-23.01218384099668,-43.32084825593519
Dudullu Osb,Istanbul,Atasehir,Istanbul,Turkey,TR,True,Point,40.98795,29.145
Montréal,Gay Village,Ville-Marie,Montreal,Canada,CA,True,Point,45.52452,-73.54999
Büyükçekmece,Istanbul,Buyukcekmece,Istanbul,Turkey,TR,True,Point,40.99928,28.61252
Kağıthane,Şişli,Kagithane,Istanbul,Turkey,TR,True,Point,41.08576,29.0041
New York,Manhattan,East Village,New York,United States,US,True,Point,40.73171,-73.98717
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03762,28.98263
Barcelona,Sants-Montjuïc,la Bordeta,Barcelona,Spain,ES,True,Point,41.36739,2.13334
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.968618498940213,-43.187826726539946
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,False,Point,41.00568,28.96944
Praca da Bandeira,Praça da Bandeira,Praça da Bandeira,Rio De Janeiro,Brazil,BR,True,Point,-22.912422342892768,-43.21412005341833
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.38622,2.16816
Pechincha,Rio De Janeiro,Pechincha,Rio De Janeiro,Brazil,BR,True,Point,-22.92591120255145,-43.34792542922518
Barcelona,Les Corts,les Corts,Barcelona,Spain,ES,True,Point,41.38724,2.12923
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03335,28.98788
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28562,114.14925
Rio,Lapa,Centro,Rio De Janeiro,Brazil,BR,True,Point,-22.91175745031393,-43.178301250158434
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.96818693185744,-43.18670238782581
Rio,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,False,Point,-22.98561033208582,-43.19337185431951
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,True,Point,41.38084,2.17491
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03313,28.97992
Kadikoy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,False,Point,40.98363,29.03993
Rio de Janeiro,Jardim Botânico,Jardim Botânico,Rio De Janeiro,Brazil,BR,False,Point,-22.96221540823626,-43.22438875495487
Estácio,Estacio,Estácio,Rio De Janeiro,Brazil,BR,True,Point,-22.914730794351065,-43.2063933581498
New Territories,Hong Kong,Sha Tin,Hong Kong,Hong Kong,HK,False,Point,22.36141,114.17814
Beşiktaş,Ortaköy,Besiktas,Istanbul,Turkey,TR,True,Point,41.04988,29.02404
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.31202,114.17146
Hong Kong,King's Park,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.31226,114.1722
Itanhangá,Barra da Tijuca,Itanhangá,Rio De Janeiro,Brazil,BR,False,Point,-23.000267657501187,-43.3089920906442
Rio de Janeiro,Leblon,Gávea,Rio De Janeiro,Brazil,BR,False,Point,-22.979161638502973,-43.22685597814176
Barcelona,El Poble-sec,el Poble Sec,Barcelona,Spain,ES,False,Point,41.37182,2.16945
Cihangir,Beyoglu,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03007,28.98365
Montréal,Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,True,Point,45.54017,-73.54336
Rio de Janeiro,São Conrado,Rocinha,Rio De Janeiro,Brazil,BR,True,Point,-22.99315142808293,-43.24980158667629
Barcelona,L'Antiga Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,False,Point,41.38667,2.15104
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.97025862376159,-43.18528474231668
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.96502572399953,-43.18186279488744
Beşiktaş,Beşiktaş,Besiktas,Istanbul,Turkey,TR,False,Point,41.09239,29.01716
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,False,Point,45.52468,-73.56128
Dee Why,Sydney,Warringah,Sydney,Australia,AU,True,Point,-33.7513,151.29413
Beaconsfield,Beaconsfield,Beaconsfield,Montreal,Canada,CA,True,Point,45.42057,-73.89066
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.31436,114.17075
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.16147,-8.60728
Rio de Janeiro,Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,True,Point,-22.936829208830687,-43.17814619979946
Ipanema,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.985618348594446,-43.21377423630173
Tamoios Cabo Frio,Rio De Janeiro,Inhoaíba,Rio De Janeiro,Brazil,BR,False,Point,-22.901330765550263,-43.595116683044736
Hong Kong,Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28611,114.15162
wan chai,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27634,114.17423
Istanbul ,Istanbul,Bahcelievler,Istanbul,Turkey,TR,False,Point,40.9943,28.8516
Şişli,Taksim,Sisli,Istanbul,Turkey,TR,True,Point,41.04185,28.98422
Beylikdüzü Osb,Istanbul,Esenyurt,Istanbul,Turkey,TR,True,Point,41.01049,28.69462
Barcelona,El Poble-sec,el Poble Sec,Barcelona,Spain,ES,False,Point,41.37143,2.16248
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.980414061629297,-43.19135498589402
Bakırköy,Istanbul,Bakirkoy,Istanbul,Turkey,TR,True,Point,40.97801,28.88172
Copacabana,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.98679889511544,-43.19491003294829
Hong Kong,Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.31225,114.17066
Waimea,Island of Hawaiʻi,South Kohala,The Big Island,United States,US,True,Point,20.02342,-155.6971
Manly,Manly,Manly,Sydney,Australia,AU,True,Point,-33.80705,151.28526
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49229,-73.58366
Hong Kong,Happy Valley,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.277,114.18432
Estácio,Estacio,Estácio,Rio De Janeiro,Brazil,BR,True,Point,-22.915819208931,-43.206200975012464
Hong Kong,The Peak,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.27391,114.15591
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28146,114.15659
Kadıköy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,True,Point,40.96464,29.09252
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,False,Point,41.3811,2.17647
Hong Kong,Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.28041,114.18368
Barcelona,Sant Andreu,la Trinitat Vella,Barcelona,Spain,ES,True,Point,41.45179,2.1894
Botafogo,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,False,Point,-22.956530256713208,-43.18612140980205
Ataşehir,Üsküdar,Atasehir,Istanbul,Turkey,TR,False,Point,41.00681,29.08142
Montréal,Villeray,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,True,Point,45.54149,-73.62825
Alfena,Porto,Alfena,Porto,Portugal,PT,False,Point,41.22317,-8.53061
尖沙咀,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.29892,114.174
Barcelona,Sant Andreu,Sant Andreu,Barcelona,Spain,ES,True,Point,41.43924,2.19256
Kadıköy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,False,Point,40.98537,29.02917
Kadıköy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,False,Point,40.98906,29.06524
Montréal,Le Plateau,Ville-Marie,Montreal,Canada,CA,True,Point,45.53121,-73.5621
Leblon,Leblon,Leblon,Rio De Janeiro,Brazil,BR,False,Point,-22.985403065027803,-43.23146921874229
Barra da Tijuca,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-23.00125311517097,-43.34844489853658
Recreio dos Bandeir,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,True,Point,-23.014966906587578,-43.45692219929574
Jacarepagua,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,True,Point,-22.97258551817903,-43.41459583605654
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.30441,114.17139
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,False,Point,-22.98263899033797,-43.203627046607
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14211,-8.6069
Kensington,Kingsford,Randwick,Sydney,Australia,AU,True,Point,-33.9186,151.22922
Üsküdar,Üsküdar,Uskudar,Istanbul,Turkey,TR,True,Point,41.03403,29.04743
Barcelona,Nou Barris,Verdun,Barcelona,Spain,ES,False,Point,41.4438,2.17548
İstanbul,Beşiktaş,Besiktas,Istanbul,Turkey,TR,False,Point,41.05237,29.00643
Montreal,La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,True,Point,45.54045,-73.60494
Santa Teresa,Lapa,Centro,Rio De Janeiro,Brazil,BR,True,Point,-22.91607271423973,-43.17837180976206
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.04839,28.98071
Ipanema,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.9843177448412,-43.19885392330072
Barcelona,La Vila Olímpica,la Vila Olímpica del Poblenou,Barcelona,Spain,ES,True,Point,41.38937,2.19708
Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,Barcelona,Spain,ES,True,Point,41.40639,2.16813
Hong Kong,Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,True,Point,22.32736,114.16118
Hong Kong,Sham Shui Po,Sham Shui Po,Hong Kong,Hong Kong,HK,True,Point,22.32639,114.16036
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,False,Point,41.39197,2.17172
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.965736374477085,-43.18034743148759
Colyton,Sydney,Penrith,Sydney,Australia,AU,True,Point,-33.78762,150.80185
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.32028,114.17043
Istanbul,Beyoglu,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03375,28.99228
Hong Kong,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.30188,114.17453
Porto,Porto,Azurara,Porto,Portugal,PT,False,Point,41.33845,-8.7396
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.977490594170355,-43.191698939340746
Flamengo,Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,True,Point,-22.937471050205005,-43.174561567332894
Barra de Guaratiba,Barra de Guaratiba,Barra de Guaratiba,Other (International),Brazil,BR,True,Point,-23.064334319655416,-43.567711135204846
尖沙咀,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.29923,114.17949
Honolulu,South Shore,Primary Urban Center,Oahu,United States,US,True,Point,21.29851,-157.79174
Rio,Catumbi,Catumbi,Rio De Janeiro,Brazil,BR,False,Point,-22.918042755925818,-43.19621497828868
Vila Isabel,Vila Isabel,Vila Isabel,Rio De Janeiro,Brazil,BR,True,Point,-22.91570091893697,-43.25423837247646
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.0344,28.98759
Rio,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.983884115391252,-43.194110591711386
Montreal ,Mont-Royal,Mont-Royal,Montreal,Canada,CA,False,Point,45.52531,-73.64385
Tsuen Shek Shan,Choi Hung,Wong Tai Sin,Hong Kong,Hong Kong,HK,False,Point,22.33709,114.20626
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.32224,114.1697
Montréal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,False,Point,45.51503,-73.57141
Barcelona,Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,True,Point,41.4073,2.15168
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15055,-8.60461
Barcelona,Horta-Guinardó,la Vall d'Hebron,Barcelona,Spain,ES,True,Point,41.43322,2.15006
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15322,-8.60653
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27599,114.17976
Beyoğlu,Cihangir,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03092,28.98694
Brighton-Le-Sands,Brighton-Le-Sands,Rockdale,Sydney,Australia,AU,False,Point,-33.9577,151.15599
Montréal,Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,True,Point,45.49398,-73.62691
佐敦,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.30776,114.16934
Rio de Janeiro,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,True,Point,-22.96772854125836,-43.39617818638937
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.31342,114.17021
Hong Kong,Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27705,114.18218
Barcelona,Sant Pere/Santa Caterina,Sant Pere,Barcelona,Spain,ES,True,Point,41.38497,2.17991
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.986312099814512,-43.19026723485284
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27229,114.18328
Vila do Conde,Porto,Vila do Conde,Porto,Portugal,PT,True,Point,41.35131,-8.75175
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03183,28.9859
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-23.00335454176576,-43.32724684631953
Barcelona,Sant Pere/Santa Caterina,Sant Pere,Barcelona,Spain,ES,False,Point,41.38359,2.1848
Rio de Janeiro ,Benfica,Benfica,Rio De Janeiro,Brazil,BR,False,Point,-22.898493891099463,-43.240942939170125
Montréal,Saint-Laurent,Saint-Laurent,Montreal,Canada,CA,True,Point,45.50325,-73.6746
Barcelona,Sant Martí,el Camp de l'Arpa del Clot,Barcelona,Spain,ES,False,Point,41.41044,2.17854
Beşiktaş,Beşiktaş,Besiktas,Istanbul,Turkey,TR,True,Point,41.05594,29.00222
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.97184937684447,-43.18314519761167
Hong Kong,Hong Kong,Yuen Long,Hong Kong,Hong Kong,HK,False,Point,22.42182,114.07642
Tijuca,Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-22.92706116427369,-43.231450171626776
Santa Teresa,Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,False,Point,-22.91938531021508,-43.19190490176507
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.98279303424604,-43.19515331594631
Barcelona,Ciutat Vella,el Raval,Barcelona,Spain,ES,True,Point,41.37804,2.17498
Barcelona,Sant Antoni,Sant Antoni,Barcelona,Spain,ES,False,Point,41.38468,2.1621
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,False,Point,41.38016,2.1781
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03832,28.98162
Rio,Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,True,Point,-22.92243301881654,-43.22350821808652
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,False,Point,41.37924,2.17803
Rio de Janeiro,Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,True,Point,-22.925010251668844,-43.19106890468637
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.96837082707984,-43.18821833384025
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.53258,-73.58543
Centro,Centro,Centro,Rio De Janeiro,Brazil,BR,True,Point,-22.9072681760141,-43.18672444219647
Recreio dos Bandeirantes,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,True,Point,-23.02419318876795,-43.51224099268608
Barcelona,El Raval,el Raval,Barcelona,Spain,ES,True,Point,41.38539,2.16619
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.1438,-8.60926
Brooklyn,Brooklyn,Clinton Hill,New York,United States,US,True,Point,40.68331,-73.96568
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,False,Point,-22.984207572947607,-43.216320091075
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39271,2.17797
Vila Nova de Gaia,Porto,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,True,Point,41.13279,-8.60777
Vila Nova de Gaia,Porto,Gulpilhares e Valadares,Porto,Portugal,PT,False,Point,41.08029,-8.64576
Hong Kong,Hong Kong,Islands,Hong Kong,Hong Kong,HK,False,Point,22.23868,113.98262
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03344,28.991
Üsküdar,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.07423,28.99161
Istanbul,Karaköy,Beyoglu,Istanbul,Turkey,TR,False,Point,41.02771,28.9729
Barcelona,La Vila Olímpica,la Vila Olímpica del Poblenou,Barcelona,Spain,ES,True,Point,41.39212,2.19072
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14877,-8.60881
Beyoğlu,Cihangir,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03526,28.98264
Kahuku,Oʻahu,Koolauloa,Oahu,United States,US,False,Point,21.69965,-157.99193
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.97988904527634,-43.19143423249984
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.1442,-8.60532
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.51795,-73.57216
Sydney,Central Business District,Sydney,Sydney,Australia,AU,True,Point,-33.87009,151.20403
Shenzhen Shi,Hong Kong,North,Hong Kong,China,CN,True,Point,22.54476,114.13901
Waimanalo,Oʻahu,Koolaupoko,Oahu,United States,US,True,Point,21.33685,-157.6991
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.27776,114.18272
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39844,2.17463
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28232,114.15195
Barcelona,Sant Martí,el Camp de l'Arpa del Clot,Barcelona,Spain,ES,False,Point,41.41233,2.18216
Montréal,Downtown Montreal,Le Sud-Ouest,Montreal,Canada,CA,False,Point,45.48912,-73.56076
Barcelona,Ciutat Vella,el Raval,Barcelona,Spain,ES,False,Point,41.37754,2.16954
Barcelona,Ciutat Vella,el Raval,Barcelona,Spain,ES,True,Point,41.38243,2.17168
Paia,Maui,Paia-Haiku,Maui,United States,US,True,Point,20.91405,-156.37692
Barcelona,La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,False,Point,41.3829,2.15686
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.98211845185002,-43.19839655849066
Barcelona,Sant Martí,Provençals del Poblenou,Barcelona,Spain,ES,False,Point,41.40767,2.19404
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.30164,114.17482
Lahaina,Westside,Lahaina,Maui,United States,US,False,Point,20.95005,-156.68888
Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,False,Point,41.38684,2.1529
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,False,Point,21.28583,-157.8376
Honolulu,Waikiki,Primary Urban Center,Oahu,United States,US,False,Point,21.28585,-157.83731
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,False,Point,21.28555,-157.83923
Honolulu,Waikiki,Primary Urban Center,Oahu,United States,US,False,Point,21.28361,-157.8373
Honolulu,Waikiki,Primary Urban Center,Oahu,United States,US,False,Point,21.28441,-157.83898
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,False,Point,21.28632,-157.83987
Montréal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.52113,-73.57839
Honolulu,South Shore,East Honolulu,Oahu,United States,US,False,Point,21.29825,-157.66969
Hong Kong,Wan Chai,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.27637,114.17522
Barcelona,El Poble-sec,el Poble Sec,Barcelona,Spain,ES,True,Point,41.37354,2.16757
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.528,-73.58574
Bondi Beach,Bondi Beach,Waverley,Sydney,Australia,AU,False,Point,-33.88746,151.26621
Barcelona,Ciutat Vella,el Raval,Barcelona,Spain,ES,True,Point,41.38294,2.165
Shenzhen,Hong Kong,North,Hong Kong,China,CN,True,Point,22.53885,114.11222
Barcelona,La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,True,Point,41.40204,2.17597
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03397,28.9862
Rio,Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,False,Point,-22.931686079449907,-43.18351446845545
Barcelona,La Verneda i La Pau,la Verneda i la Pau,Barcelona,Spain,ES,True,Point,41.4221,2.20658
Kailua-Kona,Island of Hawaiʻi,North Kona,The Big Island,United States,US,False,Point,19.5937,-155.96931
Denham Court,Sydney,Campbelltown,Sydney,Australia,AU,False,Point,-33.98607,150.81572
Barcelona,Sants-Montjuïc,Hostafrancs,Barcelona,Spain,ES,True,Point,41.37945,2.1438
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.30222,114.18397
İstanbul,Şişli,Kagithane,Istanbul,Turkey,TR,False,Point,41.07305,28.98768
Barcelona,Sants-Montjuïc,Hostafrancs,Barcelona,Spain,ES,False,Point,41.37684,2.14369
Shenzhen Shi,Hong Kong,North,Hong Kong,China,CN,True,Point,22.5339,114.11738
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.04062,28.98155
Hong Kong Island,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.27965,114.19269
Barcelona,El Congrés i els Indians,el Congrés i els Indians,Barcelona,Spain,ES,True,Point,41.42559,2.1833
Barcelona,Sants-Montjuïc,Hostafrancs,Barcelona,Spain,ES,False,Point,41.3712,2.14329
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39261,2.16177
